dark	ᎤᎵᏏᎬᎢ	[ùlsíhgv́:ʔi]  (it is) (3rd/remote past)
dark	ᎤᎵᏏᎪᎢ	[ùlsíhgóʔi]  (it is) (3rd/habitual)
dark	ᏣᎵᏏᎨᏍᏗ	[jalsíhgê:sdi]  (it is) (2nd/future progressive)
dark	ᎤᎵᏏᎩ	[ǔlsihgi] (adj/adv)
dating	ᎠᎾᎵᎪᎲᏍᎦ	[à:nalí:go:hv́sga]  (they are) (when the dual form is used) (3rd/present continuous)
dating	ᎣᏣᎵᎪᎲᏍᎦ	[ò:jalí:go:hv́sga]  (they are) (when the dual form is used) (1st/present continuous)
dating	ᎤᎾᎵᎪᏅᎢ	[ù:nalí:go:hnv̌:ʔi]  (they are) (when the dual form is used) (3rd/remote past)
dating	ᎠᎾᎵᎪᎲᏍᎪᎢ	[à:nalí:go:hvsgó:ʔi]  (they are) (when the dual form is used) (3rd/habitual)
dating	ᎢᏣᎵᎪᎲᎦ	[ì:jalì:go:hv̀:ga]  (they are) (when the dual form is used) (2nd/immediate)
dating	ᎤᎾᎵᎪᏗ	[u:nalì:kdi]  (they are) (when the dual form is used) (3rd/deverbal)
daughter	ᎤᏪᏥ ᎠᎨᏯ	[uwě:ji agě:hya]  (his) (adult) (single noun)
daughter	ᏧᏪᏥ ᎠᏂᎨᏯ	[juwě:ji ani:gě:hya]  (his) (adult) (plural noun)
daughter	ᎤᏪᏥ ᎠᎨᏳᏣ	[uwě:ji age:hyű:ja]  (his) (child) (single noun)
daughter	ᏧᏪᏥ ᎠᏂᎨᏳᏣ	[juwě:ji ani:ge:hyű:ja]  (his) (child) (plural noun)
dawn	ᎤᎩᏥᏕᏱ	[u:gitsde̋:yi]  (single noun)
day	ᎢᎦ	[i:ga]  (single noun)
days	ᏧᏒᎯᏓ	[ju:sv̌:hida]  (single noun)
deacon	ᎠᏯᏙᎯᎯ	[áyà:tohihi]  (single noun)
deacon	ᎠᏂᏯᏙᎯᎯ	[anǐ:yà:tohihi]  (plural noun)
dead	ᎤᎵᏬᏨᎢ	[u:li:hwò:jv̋:ʔi] (adj/adv)  (non-human)
dead	ᏧᏂᎵᏬᏨᎢ	[ju:ni:li:hwò:jv̋:ʔi]  (non-human) (plural adj/adv)
dead	ᎤᏲᎱᏒᎢ	[u:yo:hu:sv̋:ʔi] (adj/adv)  (human)
dead	ᏧᏂᏲᎱᏒᎢ	[ju:ni:yo:hu:sv̋:ʔi]  (human) (plural adj/adv)
deaf	ᏧᎵᎡᎾ	[ju:liʔe̋:na] (adj/adv)
deaf	ᏧᏂᎵᎡᎾ	[ju:ni:liʔe̋:na]  (plural adj/adv)
death	ᎠᏲᎱᎯᏍᏗ	[ayo:hu:hisdi]  (single noun)
decaying	ᎤᎪᏍᎦ	[ù:go:sga]  (it is) (3rd/present continuous)
decaying	ᎠᎩᎪᏍᎦ	[à:gigo:sga]  (it is) (1st/present continuous)
decaying	ᎤᎪᏒᎢ	[ù:go:sv̌:ʔi]  (it is) (3rd/remote past)
decaying	ᎤᎪᏍᎪᎢ	[ù:go:sgó:ʔi]  (it is) (3rd/habitual)
decaying	ᏣᎪᎯ	[jagǒ:hi]  (it is) (2nd/immediate)
decaying	ᎤᎪᎯᏍᏗ	[u:go:hisdi]  (it is) (3rd/deverbal)
deceiving him	ᎦᎶᎾᏍᏗᎭ	[galo:nâ:sdiha]  (he is) (3rd/present continuous)
deceiving him	ᏥᎶᎾᏍᏗᎭ	[ji:lo:nâ:sdiha]  (he is) (1st/present continuous)
deceiving him	ᎤᎶᎾᏍᏔᏅᎢ	[ù:lo:nâ:stanv̌:ʔi]  (he is) (3rd/remote past)
deceiving him	ᎦᎶᎾᏍᏗᏍᎪᎢ	[galo:nâ:sdi:sgó:ʔi]  (he is) (3rd/habitual)
deceiving him	ᎯᎶᎾᏍᏓ	[hi:lo:nà:sda]  (he is) (2nd/immediate)
deceiving him	ᎤᎶᎾᏍᏙᏗ	[u:lo:nà:sdóhdi]  (he is) (3rd/deverbal)
December	ᎥᏍᎩᏱ	[V̌:sgíhyi]  (single noun)
deciding	ᏕᎫᎪᏗᎭ	[de:gú:kdíha]  (he is) (3rd/present continuous)
deciding	ᏕᎫᎪᏗᎭ	[de:gú:gò:díha]  (he is) (1st/present continuous)
deciding	ᏚᏭᎪᏔᏅᎢ	[dù:wu:ktánv́:ʔi]  (he is) (3rd/remote past)
deciding	ᏕᎫᎪᏗᏍᎪᎢ	[de:gú:kdǐ:sgóʔi]  (he is) (3rd/habitual)
deciding	ᏚᎪᏓ	[tǔ:kda]  (he is) (2nd/immediate)
deciding	ᏧᏭᎪᏙᏗ	[juwu:kdóhdi]  (he is) (3rd/deverbal)
deer	ᎠᎭᏫ	[ahawi]  (single noun)
deer	ᎠᏫ	[ahwi]  (single noun)
Democrat	ᎤᎦᎾᏩ	[U:gǎ:nawa]  (single noun)
Democrat	ᎤᏂᎦᎾᏩ	[U:ni:gǎ:nawa]  (plural noun)
demon	ᎠᏍᎩᎾ	[asgǐ:na]  (single noun)
demon	ᎠᏂᏍᎩᎾ	[ani:sgǐ:na]  (plural noun)
dentures	ᏗᏓᏅᏙᏍᏗ	[dí:danhtosdi]  (single noun)
denying him or it	ᏥᏯᏓᏱᎭ	[ji:yadaʔyíha] (an.)  (he is) (1st/present continuous)
denying him or it	ᎦᏓᏱᎭ	[gadaʔyíha] (in.)  (he is) (1st/present continuous)
denying him or it	ᎯᏯᏓᏱᎦ	[hi:yadayì:ga] (in.)  (he is) (2nd/immediate)
denying him or it	ᎭᏓᏴᎦ	[ha:dayhga] (an.)  (he is) (2nd/immediate)
denying him or it	ᎠᏓᏱᎭ	[à:dahyíha]  (he is) (3rd/present continuous)
denying him or it	ᎤᏓᏱᎸᎢ	[ù:dahyilv̌:ʔi]  (he is) (3rd/remote past)
denying him or it	ᎠᏓᏱᎰᎢ	[à:dahyihó:ʔi]  (he is) (3rd/habitual)
denying him or it	ᎤᏓᏴᏍᏗ	[u:dayhsdi]  (he is) (3rd/deverbal)
destroying it	ᎠᏲᏍᏔᏃᎲᏍᎦ	[à:yó:stanóhv́sga]  (he or it is) (3rd/present continuous)
destroying it	ᏥᏲᏍᏔᏃᎲᏍᎦ	[jiyó:stanóhv́sga]  (he or it is) (1st/present continuous)
destroying it	ᎤᏲᏍᏔᏃᏅᎢ	[ù:yó:stanóhnv́:ʔi]  (he or it is) (3rd/remote past)
destroying it	ᎠᏲᏍᏔᏃᎲᏍᎪᎢ	[à:yó:stanóhv́sgó:ʔi]  (he or it is) (3rd/habitual)
destroying it	ᎯᏲᏍᏔᏃᎿ	[hiyò:stanohna]  (he or it is) (2nd/immediate)
destroying it	ᎤᏲᏍᏔᏃᎲᏍᏗ	[u:yò:stanóhv́sdi]  (he or it is) (3rd/deverbal)
devil	ᎠᏍᎩᎾ	[asgǐ:na]  (single noun)
devil	ᎠᏂᏍᎩᎾ	[ani:sgǐ:na]  (plural noun)
dewberries	ᎤᏠᏏᏅᏓ	[u:dlò:si:nv̌:da]  (single noun)
diamondback rattler	ᎤᎦᏑᏘ	[u:ksú:ti]  (single noun)
diamondback rattler	ᎤᎾᎦᏑᏘ	[u:naksú:ti]  (plural noun)
different	ᏄᏓᎴᎢ	[nǔ:dále̋:ʔi] (adj/adv)
different	ᏧᏓᎴᏅᏓ	[ju:dale:hnv̋:da] (adj/adv)
different	ᏧᎾᏓᎴᏅᏓ	[ju:nadale:hnv̋:da]  (plural adj/adv)
difficult	ᏍᏓᏯ	[sda̋:ya] (adj/adv)
difficult	ᏍᏓᏱ	[sda̋:yi] (adj/adv)
digging it	ᎠᏍᎪᏍᎦ	[à:sgǒ:sga]  (he is) (3rd/present continuous)
digging it	ᎦᏍᎪᏍᎦ	[gà:sgǒ:sga]  (he is) (1st/present continuous)
digging it	ᎤᏍᎪᏒᎢ	[ù:sgǒ:sv́:ʔi]  (he is) (3rd/remote past)
digging it	ᎠᏍᎪᏍᎪᎢ	[à:sgǒ:sgóʔi]  (he is) (3rd/habitual)
digging it	ᎭᏍᎪᎳ	[ha:sgǒ:la]  (he is) (2nd/immediate)
digging it	ᎤᏍᎪᏍᏗ	[u:sgǒ:sdi]  (he is) (3rd/deverbal)
dining table	ᎦᏍᎩᎶ ᎠᎵᏍᏓᏴᏗᎢ	[ga:sgilo a:lsdàyhdi̋:ʔi]  (single noun)
dipper	ᎠᎫᎩᏍᏗ	[akǔ:gi̋:sdi]  (single noun)
dipper	ᏗᎫᎩᏍᏗ	[di:kǔ:gi̋:sdi]  (plural noun)
dipping liquid	ᎠᎫᎩᎠ	[à:kǔ:gíʔa]  (he is) (3rd/present continuous)
dipping liquid	ᏥᎫᎩᎠ	[jigǔ:gíʔa]  (he is) (1st/present continuous)
dipping liquid	ᎤᎫᎩᏒᎢ	[ù:kǔ:gî:sv̌:ʔi]  (he is) (3rd/remote past)
dipping liquid	ᎠᎫᎩᏍᎪᎢ	[à:kǔ:gî:sgó:ʔi]  (he is) (3rd/habitual)
dipping liquid	ᎯᎫᎩ	[hikǔ:gi]  (he is) (2nd/immediate)
dipping liquid	ᎤᎫᎩᏍᏗ	[u:kǔ:gî:sdi]  (he is) (3rd/deverbal)
dirty	ᎠᎦᏓᎭᎢ	[aga:da:ha̋:ʔi] (adj/adv)  (animate)
dirty	ᎠᏂᎦᏓᎭᎢ	[ani:ga:da:ha̋:ʔi]  (animate) (plural adj/adv)
dirty	ᎦᏓᎭᎢ	[ga:da:ha̋:ʔi] (adj/adv)
dirty	ᏗᎦᏓᎭᎢ	[diga:da:ha̋:ʔi]  (plural adj/adv)
disbelieving	ᎤᏜᏏᏛᎡᎭ	[ù:dlâ:si:tv́:ʔe:ha]  (he is) (3rd/present continuous)
disbelieving	ᎠᏆᏜᏏᏛᎡᎭ	[à:gwadlâ:si:tv́:ʔe:ha]  (he is) (1st/present continuous)
disbelieving	ᎤᏜᏏᏛᎡᎸᎢ	[ù:dlâ:si:tv́:ʔe:lv̌:ʔi]  (he is) (3rd/remote past)
disbelieving	ᎤᏜᏏᏛᎡᎰᎢ	[ù:dlâ:si:tv́:ʔe:hó:ʔi]  (he is) (3rd/habitual)
disbelieving	ᏣᏜᏏᏛᏏ	[jadlà:si:tv̀:si]  (he is) (2nd/immediate)
disbelieving	ᎤᏜᏏᏛᎡᏗ	[u:dlà:si:tv́:ʔe:hdi]  (he is) (3rd/deverbal)
discussion	ᏗᎪᏏᏐᏗ	[digò:sǐ:sóhdi]  (Biblical) (single noun)
disease	ᎥᏳᎩ	[v:hyǔ:gi]  (single noun)
dish	ᎠᏖᎵᏙ	[ate:lǐ:do]  (single noun)
dish	ᏗᏖᎵᏙ	[di:te:lǐ:do]  (plural noun)
distributing it	ᎠᏯᏙᎯᎭ	[à:yâ:tohíha]  (he is) (3rd/present continuous)
distributing it	ᏥᏯᏙᎯᎭ	[jiyâ:tohíha]  (he is) (1st/present continuous)
distributing it	ᎤᏯᏙᏢᎢ	[ù:yâ:tohlv̌:ʔi]  (he is) (3rd/remote past)
distributing it	ᎠᏯᏙᎯᎰᎢ	[à:yâ:tohihó:ʔi]  (he is) (3rd/habitual)
distributing it	ᎯᏯᏙᎯ	[hiyà:tohi]  (he is) (2nd/immediate)
distributing it	ᎤᏯᏙᎯᏍᏗ	[u:yà:tohísdi]  (he is) (3rd/deverbal)
ditch	ᎤᏕᎵᏍᎦᎸᎲᎢ	[ù:de:lǐ:sgá:lv:hv̋:ʔi]  (single noun)
ditch	ᏚᏕᎵᏍᎦᎸᎲᎢ	[dù:de:lǐ:sgálv:hv̋:ʔi]  (plural noun)
diverting him or it	ᎠᎭᎷᎩᎭ	[à:halǔ:gíʔha]  (he is) (3rd/present continuous)
diverting him or it	ᏥᎠᎷᎩᎠ	[jiʔalǔ:gíʔa]  (he is) (1st/present continuous)
diverting him or it	ᎤᎭᎷᎩᏒᎢ	[ù:halǔ:gîsv̌:ʔi]  (he is) (3rd/remote past)
diverting him or it	ᎠᎭᎷᎩᏍᎪᎢ	[à:halǔ:gî:sgó:ʔi]  (he is) (3rd/habitual)
diverting him or it	ᎯᎠᎷᎩ	[hiʔalǔ:gi]  (he is) (2nd/immediate)
diverting him or it	ᎤᎭᎷᎩᏍᏗ	[u:halǔ:gî:sdi]  (he is) (3rd/deverbal)
diving	ᎠᏕᏛᏍᎦ	[à:de:tv́sga]  (he is) (3rd/present continuous)
diving	ᎦᏕᏛᏍᎦ	[ga:dé:dvsga]  (he is) (1st/present continuous)
diving	ᎤᏕᏘᏅᎢ	[ù:dě:tínv́:ʔi]  (he is) (3rd/remote past)
diving	ᎠᏕᏛᏍᎪᎢ	[à:de:tv́sgóʔi]  (he is) (3rd/habitual)
diving	ᎭᏕᏛᎦ	[hade:tv̀:ga]  (he is) (2nd/immediate)
diving	ᎤᏕᏘᏗ	[u:de:tdi]  (he is) (3rd/deverbal)
doctor	ᎠᎦᎾᎦᏘ	[agáʔnakti]  (single noun)
doctor	ᎠᏂᎦᎾᎦᏘ	[ani:gáʔnakti]  (plural noun)
doctoring him	ᎯᏅᏮᎦ	[hì:nv:wv̀:ga] (in.)  (he is) (2nd/immediate)
doctoring him	ᎯᏅᏮᎦ	[hihnv:wv̀:ga] (an.)  (he is) (2nd/immediate)
doctoring him	ᎧᏅᏫᎠ	[kanv̌:wíʔa]  (he is) (3rd/present continuous)
doctoring him	ᏥᏅᏫᎠ	[jì:nv̌:wíʔa]  (he is) (1st/present continuous)
doctoring him	ᎤᏅᏩᏅᎢ	[ù:hnv̌:wâ:nv̌:ʔi]  (he is) (3rd/remote past)
doctoring him	ᎧᏅᏫᏍᎪᎢ	[kanv̌:wî:sgó:ʔi]  (he is) (3rd/habitual)
doctoring him	ᎤᏅᏬᏗ	[u:hnv̌:wô:di]  (he is) (3rd/deverbal)
dodging	ᏓᏓᏅᏗᏍᏗᎭ	[dà:danv̌:dî:sdiha]  (he is) (3rd/present continuous)
dodging	ᏕᎦᏓᏅᏗᏍᏗᎭ	[de:gádanv̌:dî:sdiha]  (he is) (1st/present continuous)
dodging	ᏚᏓᏅᏗᏍᏔᏅᎢ	[dù:danv̌:dî:stanv̌:ʔi]  (he is) (3rd/remote past)
dodging	ᏓᏓᏅᏗᏗᏍᎪᎢ	[dà:danv̌:dî:di:sgó:ʔi]  (he is) (3rd/habitual)
dodging	ᏔᏓᏅᏗᏍᏓ	[tadánv:dì:sda]  (he is) (2nd/immediate)
dodging	ᏧᏓᏅᏗᏍᏙᏗ	[ju:danv̌:dî:sdohdi]  (he is) (3rd/deverbal)
dog	ᎩᏟ	[gi:hli]  (single noun)
dog sheep	ᎦᎾᎵ	[gà:náʔli] (adj/adv)
doing it	ᎠᏛᏁᎭ	[à:dv́:neha]  (he is) (3rd/present continuous)
doing it	ᎦᏛᏁᎭ	[gadv:neha]  (he is) (1st/present continuous)
doing it	ᎤᏛᏁᎸᎢ	[ù:dv́:ne:lv̌:ʔi]  (he is) (3rd/remote past)
doing it	ᎠᏛᏁᎰᎢ	[à:dv́:ne:hó:ʔi]  (he is) (3rd/habitual)
doing it	ᎭᏛᎦ	[hadv̀:ga]  (he is) (2nd/immediate)
doing it	ᎤᏛᏁᏗ	[u:dv̀nhdi]  (he is) (3rd/deverbal)
doll	ᎠᏁᏟᏗ	[à:něhldi]  (single noun)
doll	ᏗᏁᏟᏗ	[dì:něhldi]  (plural noun)
dollars	ᎠᏕᎸᎢ	[áde:lv̋:ʔi]  (single noun)
don't	ᎮᏍᏗ	[hè:sdi] (adj/adv)
don't	ᏞᏍᏗ	[hlè:sdi] (adj/adv)
donkey	ᏐᏈᎵ ᏗᎦᎴᏅᎯᏓ	[sǒ:gwíli digaʔlě:nv́:hi:da]  (single noun)
donkey	ᏐᏈᎵ ᏗᏂᎴᏅᎯᏓ	[sǒ:gwíli di:niʔlě:nv́:hi:da]  (plural noun)
door	ᎦᎶᎯᏍᏗᎢ	[galo:hisdi̋:ʔi]  (single noun)
door	ᏗᎦᎶᎯᏍᏗᎢ	[digalo:hisdi̋:ʔi]  (plural noun)
door	ᏍᏚᏗ	[sdù:di]  (single noun)
door	ᏗᏍᏚᏗ	[di:sdù:di]  (plural noun)
door knob	ᏓᎩᏏ	[daksi]  (single noun)
doorway	ᎦᎶᎯᏍᏗᎢ	[galo:hisdi̋:ʔi]  (single noun)
doorway	ᏗᎦᎶᎯᏍᏗᎢ	[digalo:hisdi̋:ʔi]  (plural noun)
dough	ᏑᎨᏓ	[sù:gě:da]  (single noun)
down	ᎡᎳᏗ	[e:ladi] (adj/adv)
downhill route	ᎠᎦᏐᏍᎬᎢ	[à:kso:sgv̋:ʔi]  (single noun)
downhill route	ᏓᎦᏐᏍᎬᎢ	[dà:kso:sgv̋:ʔi]  (plural noun)
downstream	ᎨᎢ	[geʔi] (adj/adv)
dragging him or it	ᏥᎾᏏᏁᎦ	[ji:nà:sǐ:nê:ga] (an.)  (he is) (1st/present continuous)
dragging him or it	ᏥᎾᏏᏁᎦ	[ji:nà:sǐ:nê:ga] (in.)  (he is) (1st/present continuous)
dragging him or it	ᎯᎾᏏᏄᎦ	[hi:nà:si:nù:ga] (in.)  (he is) (2nd/immediate)
dragging him or it	ᎯᎾᏏᏄᎦ	[hinsi:nù:ga] (an.)  (he is) (2nd/immediate)
dragging him or it	ᎦᎾᏏᏁᎦ	[gansǐ:nê:ga]  (he is) (3rd/present continuous)
dragging him or it	ᎤᎾᏏᏅᏒᎢ	[ùnsǐ:nv̂:sv̌:ʔi]  (he is) (3rd/remote past)
dragging him or it	ᎦᎾᏏᏁᎪᎢ	[gansǐ:nê:gó:ʔi]  (he is) (3rd/habitual)
dragging him or it	ᎤᎾᏏᏅᏍᏗ	[unsǐ:nv̂:sdi]  (he is) (3rd/deverbal)
dragonfly	ᏩᏓᏚᎦ	[wǎ:dádǔ:ga]  (single noun)
drawing a line	ᎠᏍᏓᏅᏅᏍᎦ	[à:sdanv:hnv́sga]  (he is) (3rd/present continuous)
drawing a line	ᏥᏍᏓᏅᏅᏍᎦ	[jì:sdanv:hnv́sga]  (he is) (1st/present continuous)
drawing a line	ᎤᏍᏓᏅᎿᏅᎢ	[ù:sdanv:hnánv́:ʔi]  (he is) (3rd/remote past)
drawing a line	ᎠᏍᏓᏅᏅᏍᎪᎢ	[à:sdanv:hnv́sgóʔi]  (he is) (3rd/habitual)
drawing a line	ᎯᏍᏓᏅᏅᎦ	[hisdanv:hnv̀:ga]  (he is) (2nd/immediate)
drawing a line	ᎤᏍᏓᏅᏅᏗ	[u:sdanvnhdi]  (he is) (3rd/deverbal)
drawing a liquid out of a container	ᎠᏟᎭ	[à:dlǐ:ha]  (he is) (3rd/present continuous)
drawing a liquid out of a container	ᏥᏟᎠ	[jidlíʔa]  (he is) (1st/present continuous)
drawing a liquid out of a container	ᎤᏢᎲᎢ	[ù:dlv:hv̌:ʔi]  (he is) (3rd/remote past)
drawing a liquid out of a container	ᎠᏟᏍᎪᎢ	[à:dlǐ:sgóʔi]  (he is) (3rd/habitual)
drawing a liquid out of a container	ᎯᏜ	[hidla]  (he is) (2nd/immediate)
drawing a liquid out of a container	ᎤᏢᏗ	[u:dlvhdi]  (he is) (3rd/deverbal)
drawing a picture of him or it	ᏕᏥᏯᏟᎶᏍᏗᎭ	[de:jí:yadlì:ló:sdiha] (an.)  (he is) (1st/present continuous)
drawing a picture of him or it	ᏕᎦᏟᎶᏍᏗᎠ	[de:gádlì:ló:sdiha] (in.)  (he is) (1st/present continuous)
drawing a picture of him or it	ᏘᏯᏟᎶᏍᏓ	[ti:yádli:ló:sda] (in.)  (he is) (2nd/immediate)
drawing a picture of him or it	ᏔᏟᎶᏍᏓ	[tahlí:lò:sda] (an.)  (he is) (2nd/immediate)
drawing a picture of him or it	ᏓᏟᎶᏍᏗᎭ	[dà:hli:ló:sdiha]  (he is) (3rd/present continuous)
drawing a picture of him or it	ᏚᏟᎶᏍᏔᏅᎢ	[dù:hli:ló:stanv̌:ʔi]  (he is) (3rd/remote past)
drawing a picture of him or it	ᏓᏟᎶᏍᏗᏍᎪᎢ	[dà:hli:ló:sdi:sgó:ʔi]  (he is) (3rd/habitual)
drawing a picture of him or it	ᏧᏟᎶᏍᏙᏗ	[ju:hli:lò:sdóhdi]  (he is) (3rd/deverbal)
dreaming about him or it	ᏥᏯᏍᎩᏘᏍᎦ	[ji:yà:sgi:tsga] (an.)  (he is) (1st/present continuous)
dreaming about him or it	ᎦᏍᎩᏘᏍᎦ	[gà:sgi:tsga] (in.)  (he is) (1st/present continuous)
dreaming about him or it	ᎯᏯᏍᎩᏘᏌ	[hi:yà:sgǐ:tsa] (in.)  (he is) (2nd/immediate)
dreaming about him or it	ᎭᏍᎩᏘᏌ	[hasgǐ:tsa] (an.)  (he is) (2nd/immediate)
dreaming about him or it	ᎠᏍᎩᏘᏍᎦ	[à:sgi:tsga]  (he is) (3rd/present continuous)
dreaming about him or it	ᎤᏍᎩᏘᏒᎢ	[ù:sgi:tsv̌:ʔi]  (he is) (3rd/remote past)
dreaming about him or it	ᎠᏍᎩᏘᏍᎪᎢ	[à:sgi:tsgó:ʔi]  (he is) (3rd/habitual)
dreaming about him or it	ᎤᏍᎩᏘᏍᏗ	[u:sgi:tsdi]  (he is) (3rd/deverbal)
dress	ᎠᏌᏃ	[à:sano]  (single noun)
dress	ᏗᏌᏃ	[dì:sano]  (plural noun)
dress	ᎤᏌᏃ	[ù:sano]  (her) (single noun)
dress	ᏧᏌᏃ	[jù:sano]  (her) (plural noun)
dresser	ᏗᏎᎯᏍᏗᎢ	[dì:sě:hísdi̋:i]  (single noun)
dressing up	ᎠᏣᏅᏍᎦ	[à:janv:sga]  (he is) (3rd/present continuous)
dressing up	ᎦᏣᏅᏍᎦ	[gajanv̀:sga]  (he is) (1st/present continuous)
dressing up	ᎤᏣᏅᏅᎢ	[ù:janv:hnv̌:ʔi]  (he is) (3rd/remote past)
dressing up	ᎠᏣᏅᏍᎪᎢ	[à:janv:sgó:ʔi]  (he is) (3rd/habitual)
dressing up	ᎭᏣᏅᎾ	[hajanv̌:na]  (he is) (2nd/immediate)
dressing up	ᎤᏣᏅᏗ	[u:janvhdi]  (he is) (3rd/deverbal)
drill	ᏗᏔᎴᏍᏗ	[di:talě:sdi]  (single noun)
drilling a hole	ᎠᏔᎴᏍᎦ	[à:tale:sga]  (he is) (3rd/present continuous)
drilling a hole	ᏥᏔᎴᏍᎦ	[jì:tale:sga]  (he is) (1st/present continuous)
drilling a hole	ᎤᏔᎴᏒᎢ	[ù:tale:sv̌:ʔi]  (he is) (3rd/remote past)
drilling a hole	ᎠᏔᎴᏍᎪᎢ	[à:tale:sgó:ʔi]  (he is) (3rd/habitual)
drilling a hole	ᎯᏔᎳᎦ	[hitalaga]  (he is) (2nd/immediate)
drilling a hole	ᎤᏔᎴᏍᏗ	[u:tale:sdi]  (he is) (3rd/deverbal)
drinking	ᎠᏒᎲᏍᎦ	[à:svhv́sga]  (he is) (3rd/present continuous)
drinking	ᏥᏒᎲᏍᎦ	[jì:svhv́sga]  (he is) (1st/present continuous)
drinking	ᎤᏒᏅᎢ	[ù:svhnv́:ʔi]  (he is) (3rd/remote past)
drinking	ᎠᏒᎲᏍᎪᎢ	[à:svhv́sgó:ʔi]  (he is) (3rd/habitual)
drinking	ᎯᏒᎿ	[hisvhna]  (he is) (2nd/immediate)
drinking	ᎤᏒᎲᏍᏗ	[u:sv́hv́sdi]  (he is) (3rd/deverbal)
drinking it	ᎠᏗᏔᏍᎦ	[à:di:tásga]  (he is) (3rd/present continuous)
drinking it	ᎦᏗᏔᏍᎦ	[gadì:tásga]  (he is) (1st/present continuous)
drinking it	ᎤᏗᏔᎲᎢ	[ù:di:tahv̌:ʔi]  (he is) (3rd/remote past)
drinking it	ᎠᏗᏔᏍᎪᎢ	[à:di:tasgó:ʔi]  (he is) (3rd/habitual)
drinking it	ᎭᏗᏔ	[hadǐ:ta]  (he is) (2nd/immediate)
drinking it	ᎤᏗᏔᏍᏗ	[u:di:tasdi]  (he is) (3rd/deverbal)
dripping	ᎦᏍᏉᎢᎭ	[gá:sgwoʔi:ha]  (it is) (3rd/present continuous)
dripping	ᎤᏩᏍᏉᎸᎢ	[ù:wá:sgwò:lv̌:ʔi]  (it is) (3rd/remote past)
dripping	ᎦᏍᏉᎢᎰᎢ	[gá:sgwoʔihó:ʔi]  (it is) (3rd/habitual)
dripping	ᎤᏩᏍᏉᎢᏍᏗ	[uwà:sgwò:ʔisdi]  (it is) (3rd/deverbal)
driving it	ᎠᎯᎵ	[à:híʔli]  (he is) (vehicle in motion or animal) (3rd/present continuous)
driving it	ᏥᎢᎵ	[jiʔíli]  (he is) (vehicle in motion or animal) (1st/present continuous)
driving it	ᎤᎯᎸᏒᎢ	[ù:híʔlv́:sv̌:ʔi]  (he is) (vehicle in motion or animal) (3rd/remote past)
driving it	ᎠᎯᎵᏐᎢ	[à:híʔlí:só:ʔi]  (he is) (vehicle in motion or animal) (3rd/habitual)
driving it	ᎤᎯᎸᏍᏗ	[u:hiʔlv̀:sdi]  (he is) (vehicle in motion or animal) (3rd/deverbal)
dropping him or it	ᏥᏯᏙᏅᏗᎭ	[ji:yadónhdíha] (an.)  (he) (is) (flexible) (1st/present continuous)
dropping him or it	ᎦᏙᏅᏗᎭ	[gadónhdíha] (in.)  (he) (is) (flexible) (1st/present continuous)
dropping him or it	ᎯᏯᏙᏅᏓ	[hi:yadònhda] (in.)  (he) (is) (flexible) (2nd/immediate)
dropping him or it	ᎭᏙᏅᏓ	[hadònhda] (an.)  (he) (is) (flexible) (2nd/immediate)
dropping him or it	ᎦᏙᏅᏗᎭ	[gadóhndíha]  (he) (is) (flexible) (3rd/present continuous)
dropping him or it	ᎤᏙᏅᏔᏅᎢ	[ù:dónhtánv́:ʔi]  (he) (is) (flexible) (3rd/remote past)
dropping him or it	ᎦᏙᏅᏗᏍᎪᎢ	[gadónhdǐ:sgóʔi]  (he) (is) (flexible) (3rd/habitual)
dropping him or it	ᎤᏙᏅᏙᏗ	[u:dònhdóhdi]  (he) (is) (flexible) (3rd/deverbal)
drum	ᎠᎱᎵ	[ahu:li]  (single noun)
drum	ᏗᎱᎵ	[di:hu:li]  (plural noun)
drunk	ᎤᏴᏍᏕᏓ	[u:hyvsde̋:da] (adj/adv)
drunk	ᏧᏂᏴᏍᏕᏓ	[ju:ni:hyvsde̋:da]  (plural adj/adv)
drunkard	ᎤᏴᏍᏕᏍᎩ	[u:hyvsde̋:sgi]  (single noun)
drunkard	ᏧᏂᏴᏍᏕᏍᎩ	[ju:ni:hyvsde̋:sgi]  (plural noun)
dry	ᎤᏂᎧᎯᏲᏓ	[u:ni:kahyő:da]  (plural adj/adv)
dry	ᏧᎧᏲᏓ	[ju:kahyő:da]  (plural adj/adv)
dry	ᎤᎧᏲᏓ	[u:ka:hyő:da] (adj/adv)
dry place	ᎤᎧᏲᏛᎢ	[u:ka:hyő:dv̋:ʔi]  (single noun)
dry place	ᏧᎧᏲᏛᎢ	[ju:kahyo:dv̋:ʔi]  (plural noun)
duck	ᎧᏬᏄ	[kawǒ:nu]  (single noun)
dull	ᎪᏍᏗᏳᎵ	[go:sdì:yű:hli] (adj/adv)
dumplings	ᏗᎦᎸᏅᎯ	[digalv̀:nv:hi]  (single noun)
during the day	ᎤᏙᏓᏈᏗᏒᎢ	[ù:dǒ:dágwi:dí:sv̋:ʔi] (adj/adv)
dust	ᎪᏍᏚ	[kò:sdu]  (single noun)
dusty	ᎠᏂᎪᏍᏚᎭᎢ	[ani:kò:sdu:ha̋:ʔi]  (plural adj/adv)
dusty	ᏗᎪᏍᏚᎭᎢ	[di:kò:sdu:ha̋:ʔi]  (plural adj/adv)
